AUNumber,PubSchOrBranchNumber,NCESIdNumber,AddressLine1,AddressLine2,AddressCity,AddressStatePostalCd,AddressZipCd,AddressZipCdP4,AgencyTypeDesc,LocaleCodeFK
407656049,0,NULL,801 N Greengate Rd - Suites 6&7,Gabriel Brothers Plaza,Greensburg,PA,15601,"    ",PRIVLIC,NULL
407656829,0,"214458 ","RD 6 S Greengate Rd Box 1028  ","                              ","Greensburg                    ",PA,15601,"    ",PRIVLIC,NULL
407658199,0,NULL,219 Donohoe Road,,Greensburg,PA,15601,"    ",PRIVLIC,NULL
407658704,0,"215798 ",300 Fraser Purchase Road,,Latrobe,PA,15650,2690,PRIVCOLL,NULL
407658704,1330,"215813 ",300 Fraser Purchase Road,,Latrobe,PA,15650,2690,PRIVCOLL,NULL
407658759,0,NULL,"115 Phillips Place            ","                              ","Pittsburgh                    ",PA,15217,"    ",AO,NULL
407658759,100,NULL,"Baldock Health Care Center    ","Barnes Lake Road              ","North Huntingdon              ",PA,15642,"    ",PRIVLIC,NULL
407658802,0,"216825 ",145 Pavilion Lane,,Youngwood,PA,15697,1895,CC,NULL
407658804,0,"215947 ","1 Seton Hill Drive            ","                              ","Greensburg                    ",PA,15601,"    ",PRIVCOLL,NULL
407658899,0,NULL,614 Academy Street,,Youngwood,PA,15697,"    ",PRIVLIC,NULL
407658959,0,NULL,"Ste 1210                      ","1200 Watercrest Way           ","Cheswick                      ",PA,15024,"    ",PRIVLIC,NULL
408000137,0,"140322 ",100 College Station Dr,,Macon,GA,31206,5145,NULL,NULL
408000685,0,"195216 ",23 Romoda Drive,,Canton,NY,13617,"    ",NULL,NULL
408001145,0,"446002 ",1925 W County Rd B-2,,Roseville,MN,55113,"    ",NULL,NULL
408001330,0,"100706 ",301 Sparkman Dr,,Huntsville,AL,35899,"    ",NULL,NULL
408002761,0,"154013 ",1330 Elmhurst Dr NE,,Cedar Rapids,IA,52402,4797,NULL,NULL
408002871,0,"169248 ",,,Mount Pleasant,MI,48859,"    ",NULL,NULL
408002940,0,"157465 ",3361 Buckland Sq,,Owensboro,KY,42301,"    ",NULL,NULL
408002974,0,"367954 ",1 University Blvd,,St Augustine,FL,32084,5783,NULL,NULL
408003257,0,"236513 ",1701 Broadway Avenue,,Seattle,WA,98122,"    ",NULL,NULL
408003373,0,"442806 ",2265 Kraft Dr,,Blacksburg,VA,24060,"    ",NULL,NULL
408003441,0,"456056 ",6185 Rivers Avenue,,North Charleston,SC,29406,"    ",NULL,NULL
408003445,0,"431983 ",4904 Independence Ave,,Riverdale,NY,10471,"    ",NULL,NULL
408003484,0,"448512 ",8421 East 61st Street- Suite U,,Tulsa,OK,74133,"    ",NULL,NULL
408004562,0,"177144 ",One College Hill,,Canton,MO,63435,1299,NULL,NULL
408005549,0,"140340 ",3393 Peachtree Road- Suite 1003,,Atlanta,GA,30326,"    ",NULL,NULL
408006632,0,"446792 ",2495 Village View Dr,,Henderson,NV,89074,"    ",NULL,NULL
408007233,0,"446729 ",6600 Westown Pkwy,,West Des Moines,IA,50266,7724,NULL,NULL
408007456,0,"226383 ",5601 19th Street,,Lubbock,TX,79407,2099,NULL,NULL
408008523,0,"202611 ",3921 Chester Avenue,,Cleveland,OH,44114,"    ",NULL,NULL
408008709,0,"380465 ",5373 S. Green Street,,Salt Lake City,UT,84123,4642,NULL,NULL
408009037,0,"133711 ",74 King Street,,Saint Augustine,FL,32084,"    ",NULL,NULL
408051219,0,NULL,220 South Thomas Street,,Bedford,PA,15522,"    ",PRIVLIC,NULL
408070127,0,"210766 ",508 58th Street,,Altoona,PA,16602,"    ",PRIVLIC,NULL
408071009,0,"249681 ","Penn Alto Bldg                ","1130 13th Ave Suite 1         ","Altoona                       ",PA,16601,"    ",PRIVLIC,NULL
408071179,0,NULL,"Rd2, Box 1346                 ","                              ","Claysburg                     ",PA,16625,"    ",AO,NULL
408071299,0,NULL,51 Country Lane,,Duncansville,PA,16635,"    ",PRIVLIC,NULL
408072189,0,NULL,"                              ","403 E. Christana Street       ","Martinsburg                   ",PA,16662,"    ",PRIVLIC,NULL
408073229,0,NULL,153 Smith Transport Rd,,Roaring Springs,PA,16673,"    ",PRIVLIC,NULL
408076029,0,NULL,424 Wopsononick Avenue,,Altoona,PA,16601,"    ",PRIVLIC,NULL
408077109,0,NULL,131 Holliday Hills Drive,,Hollidaysburg,PA,16648,"    ",PRIVLIC,NULL
408078139,0,NULL,RD #1 Blue Knob Road,,Claysburg,PA,16625,"    ",PRIVLIC,NULL
408078179,0,NULL,"Center                        ","1310 13th Avenue, 2nd Floor   ","Altoona                       ",PA,16601,"    ",PRIVLIC,NULL
408079509,0,NULL,"2229 Broad Avenue             ","                              ","Altoona                       ",PA,16601,"    ",AO,NULL
408079509,100,NULL,"Altoona Area Voc-Tech Sch     ","4th Ave, 16th Street          ","Altoona                       ",PA,16602,"    ",PRIVLIC,NULL
408110109,0,NULL,1954 Mary Grace Lane,,Johnstown,PA,15901,"    ",PRIVLIC,NULL
408110209,0,NULL,Holiday Inn Bedford Rm 250 Mkt,"                              ","Johnstown                     ",PA,15901,"    ",PRIVLIC,NULL
408110307,0,"211398 ",221 Central Avenue,,Johnstown,PA,15902,"    ",PRIVLIC,NULL
408111007,0,"212975 ",727 Goucher Street,,Johnstown,PA,15905,"    ",PRIVLIC,NULL
408111355,0,"247612 ","225 Chandler Avenue           ","                              ","Johnstown                     ",PA,15906,"    ",THEO,NULL
408113279,0,"212559 ","Box 1234 1540 Scalp Avenue    ","                              ","Johnstown                     ",PA,15904,"    ",PRIVLIC,NULL
408115189,0,NULL,"3135 New Germany Road, Suite 39",,Ebensburg,PA,15931,"    ",PRIVLIC,NULL
408116206,0,"214166 ",7373 Admiral Peary Highway,,Cresson,PA,16630,1999,PRIVCOLL,NULL
408117019,0,"215026 ",118 Industrial Park Road,,Ebensburg,PA,15931,"    ",PRIVLIC,NULL
408118504,0,"215743 ",117 Evergreen Drive,PO Box 600,Loretto,PA,15940,"    ",PRIVCOLL,NULL
408119902,0,"414911 ",101 Community College Way,,Johnstown,PA,15904,"    ",CC,NULL
408119949,0,NULL,1336 North Center Street,,Ebensburg,PA,15931,"    ",PRIVLIC,NULL
408561009,0,"408640 ",116 W Main St (PO Box 575),,Stoystown,PA,15563,"    ",PRIVLIC,NULL
408568219,0,NULL,2231 Stoystown Road,,Friedens,PA,15541,"    ",PRIVLIC,NULL
409000448,0,"434414 ",6890 W Maple Rd,,W Bloomfield,MI,48322,3032,NULL,NULL
409000459,0,"178420 ",One University Boulevard,,Saint Louis,MO,63121,4400,NULL,NULL
409001364,0,"208965 ",9500 NE Cascades Parkway,,Portland,OR,97220,"    ",NULL,NULL
409001489,0,"100690 ",1200 Taylor Rd,,Montgomery,AL,36117,3553,NULL,NULL
409001699,0,"228705 ",955 University Blvd,,Kingsville,TX,78363,"    ",NULL,NULL
409001845,0,"191533 ",One Hartwick Drive,,Oneonta,NY,13820,4020,NULL,NULL
409002037,0,"121983 ",1005 Atlantic Avenue,,Alameda,CA,94501,"    ",NULL,NULL
409002460,0,"158477 ",2911 Centenary Boulevard,,Shreveport,LA,71134,1188,NULL,NULL
409002491,0,"154350 ",701 North C St,,Indianola,IA,50125,"    ",NULL,NULL
409002499,0,"199120 ",103 South Bldg Cb 9100,,Chapel Hill,NC,27599,"    ",NULL,NULL
409003243,0,"243151 ",205 Antonio R. Barcelo Ave.,,Cayey,PR,00736,9997,NULL,NULL
409003596,0,"248882 ",4775 Indian School Road NE- Suite 200,,Albuequerque,NM,87110,3976,NULL,NULL
409004682,0,"172477 ",300 S Capitol Ave,,Lansing,MI,48901,"    ",NULL,NULL
409004697,0,"436483 ",7801 Metro Parkway- Suite 200,,Bloomington,MN,55425,"    ",NULL,NULL
409005553,0,"203483 ",330 University Dr N.E.,,New Philadelphia,OH,44663,9403,NULL,NULL
409005582,0,"127556 ",1100 North Avenue,,Grand Junction,CO,81501,3122,NULL,NULL
409005618,0,"368443 ",1860 Wilma Rudolph Blvd,,Clarksville,TN,37040,6718,NULL,NULL
409006458,0,"456612 ",13430 N Black Canyon Ste. 190,,Phoenix,AZ,85029,"    ",NULL,NULL
409007417,0,"185262 ",1000 Morris Ave,,Union,NJ,07083,0411,NULL,NULL
409008759,0,"152390 ",,,Notre Dame,IN,46556,"    ",NULL,NULL
409009253,0,"445920 ",1201 2nd Street South,,Waite Park,MN,56387,"    ",NULL,NULL
409009405,0,"440545 ",3600 S 344th Way,,Federal Way,WA,98001,9558,NULL,NULL
409009438,0,"187648 ",1500 S Ave K,,Portales,NM,88130,"    ",NULL,NULL
409009612,0,"174783 ",720 Fourth Ave. South,,Saint Cloud,MN,56301,4498,NULL,NULL
409009667,0,"232982 ",5115 Hampton Blvd,,Norfolk,VA,23529,"    ",NULL,NULL
409220999,0,NULL,93 South West End Boulevard,Suite 103,Quakertown,PA,18951,"    ",PRIVLIC,NULL
409221009,0,NULL,"2844 Street Road              ","                              ","Bensalem                      ",PA,19147,"    ",PRIVLIC,NULL
409221987,0,NULL,1761 Bustleton Pike,,Feasterville,PA,19053,7368,OTHERAPRV,NULL
409241129,0,NULL,653 Montmorenci Road,,Ridgway,PA,15853,"    ",PRIVLIC,NULL
409249999,0,NULL,653 Montmorence Avenue,,Ridgway,PA,15853,"    ",PRIVLIC,NULL
410000884,0,"237358 ",100 Campus Dr,,Elkins,WV,26241,3996,NULL,NULL
410001229,0,"137351 ",4202 East Fowler Ave,,Tampa,FL,33620,9951,NULL,NULL
410001305,0,"363916 ",Carr 671 K.M. 5- Sector El Criollo- Bo. Algarrobo,,Vega Baja,PR,00964,"    ",NULL,NULL
410001953,0,"138354 ",11000 University Parkway,,Pensacola,FL,32514,5750,NULL,NULL
410002404,0,"131520 ",2400 Sixth St NW,,Washington,DC,20059,0001,NULL,NULL
410002598,0,"179070 ",1010 W Sunshine,,Springfield,MO,65807,"    ",NULL,NULL
410002879,0,"458469 ",PO Box 801243 Coto Laurel,,Ponce,PR,00716,"    ",NULL,NULL
410003350,0,"154022 ",400 N Bluff Blvd,,Clinton,IA,52733,2967,NULL,NULL
410003870,0,"444130 ",10000 E. University Dr,,Prescott Valley,AZ,86314,"    ",NULL,NULL
410003948,0,"231970 ",700w. Olney,,Norfolk,VA,23507,"    ",NULL,NULL
410005331,0,"457129 ",5200 Belfort Rd,,Jacksonville,FL,32256,"    ",NULL,NULL
410005562,0,"219295 ",1500 N Main,,Aberdeen,SD,57401,1280,NULL,NULL
410005962,0,"119173 ",12001 Chalon Rd,,Los Angeles,CA,90049,1599,NULL,NULL
410006025,0,"163976 ",60 College Ave,,Annapolis,MD,21401,"    ",NULL,NULL
410006701,0,"189501 ",250 Joralemon St,,Brooklyn,NY,11201,"    ",NULL,NULL
410006830,0,"161563 ",180 W River Rd,,Waterville,ME,04901,5097,NULL,NULL
410007472,0,"444398 ",8019 Pan Am Expwy,,San Antonio,TX,78224,1336,NULL,NULL
410007638,0,"133951 ",11200 S. W. 8 Street,,Miami,FL,33199,"    ",NULL,NULL
410008019,0,"367024 ",4655 121st Street,,Urbandale,IA,50323,"    ",NULL,NULL
410008348,0,"154493 ",605 Washington St,,Fayette,IA,52142,1857,NULL,NULL
410008493,0,"190983 ",One Park Place,,Elmira,NY,14901,"    ",NULL,NULL
410009129,0,"186618 ",2 Convent Rd,,Morristown,NJ,07960,6989,NULL,NULL
410009253,0,NULL,Saucon Creek Office Park,Stabler Corporate Center,Center Valley,PA,18034,"    ",OTHCU,NULL
410009394,0,"168430 ",486 Chandler St,,Worcester,MA,01602,2597,NULL,NULL
410009783,0,"219833 ",650 E Parkway S,,Memphis,TN,38104,"    ",NULL,NULL
410009855,0,"241377 ",Carr 167  Km 21.2- Ave. Comerio,,Bayamon,PR,00959,0493,NULL,NULL
410140299,0,NULL,"125 Puddintown Road, P.O. Box 272",,State College,PA,16801,"    ",PRIVLIC,NULL
410140367,0,"211510 ",1182 Smithfield Circle,,State College,PA,16801,6423,PRIVLIC,NULL
410141219,0,NULL,3051 Enterprise Drive,,State College,PA,16801,"    ",PRIVLIC,NULL
410141259,0,NULL,"200 Shady Lane                ","                              ","Philipsburg                   ",PA,16866,"    ",PRIVLIC,NULL
410141729,0,"249742 ","RD 4, Fox Lure Mini-Mall      ","                              ","Bellefonte                    ",PA,16823,"    ",PRIVLIC,NULL
410141859,0,"390996 ","PO Box 551                    ","                              ","Philipsburg                   ",PA,16866,"    ",PRIVLIC,NULL
410142087,0,"216083 ",480 Waupelani Drive,,State College,PA,16801,"    ",PRIVLIC,NULL
410145179,0,NULL,1315 South Allen Street,Suite 104,State College,PA,16801,"    ",PRIVLIC,NULL
410146139,0,NULL,540 N. Harrison Road,,Pleasant Gap,PA,16823,"    ",PRIVLIC,NULL
410147201,0,"214777 ",201 Old Main,,University Park,PA,16802,1503,STRELU,NULL
410147201,1060,"214670 ",2809 Saucon Valley Road,,Center Valley,PA,18034,8447,STRELU,NULL
410147201,1070,"214689 ",3000 Ivyside Park,,Altoona,PA,16601,3777,STRELU,NULL
410147201,1080,"214698 ",100 University Drive,,Monaca,PA,15061,2764,STRELU,NULL
410147201,1090,"214591 ",4701 College Drive,,Erie,PA,16563,4117,STRELU,NULL
410147201,1100,"214704 ",Tulpehocken Road,PO Box 7009,Reading,PA,19610,6009,STRELU,NULL
410147201,1110,"214713 ",777 West Harrisburg Pike,,Middletown,PA,17057,4856,STRELU,NULL
410147201,1120,"214731 ",25 Yearsley Mill Road,,Media,PA,19063,5522,STRELU,NULL
410147201,1130,"214740 ",One College Place,,DuBois,PA,15801,2549,STRELU,NULL
410147201,1140,"214759 ",2201 University Drive,,Lemont Furnance,PA,15456,1025,STRELU,NULL
410147201,1150,"214768 ",76 University Drive,,Hazleton,PA,18202,8025,STRELU,NULL
410147201,1160,"214616 ",500 University Drive,PO Box 850,Hershey,PA,17033,2360,STRELU,NULL
410147201,1170,"214607 ","30 East Swedesford Road       ","                              ","Malvern                       ",PA,19355,"    ",STRELU,NULL
410147201,1180,"214786 ",4000 University Drive,,McKeesport,PA,15132,7644,STRELU,NULL
410147201,1190,"214795 ",1 Campus Drive,,Mont Alto,PA,17237,9700,STRELU,NULL
410147201,1200,"214625 ",3550 7th Street Road,Rt. 780,New Kensington,PA,15068,1765,STRELU,NULL
410147201,1210,"214801 ",1600 Woodland Road,,Abington,PA,19001,3918,STRELU,NULL
410147201,1220,"214810 ",200 University Drive,,Schuylkill Haven,PA,17972,2202,STRELU,NULL
410147201,1240,"214634 ",147 Shenango Avenue,,Sharon,PA,16146,1537,STRELU,NULL
410147201,1250,"214643 ",Old Route 115,PO Box PSU,Lehman,PA,18627,0217,STRELU,NULL
410147201,1255,"214652 ",120 Ridge View Drive,,Dunmore,PA,18512,1602,STRELU,NULL
410147201,1260,"214829 ",1031 Edgecomb Avenue,,York,PA,17403,3326,STRELU,NULL
410148109,0,NULL,134 Jacobs Way,,Port Matilda,PA,16870,"    ",PRIVLIC,NULL
410148959,0,NULL,301 Shiloh Road,,State College,PA,16801,"    ",PRIVLIC,NULL
410185200,0,"213613 ",401 North Fairview Street,,Lock Haven,PA,17745,2390,STUNIV,NULL
410185200,1060,"381389 ",201 University Drive,,Clearfield,PA,16830,1023,STUNIV,NULL
411000408,0,"140447 ",1400 Coleman Avenue,,Macon,GA,31207,"    ",NULL,NULL
411000504,0,"167899 ",263 Alden St,,Springfield,MA,01109,3797,NULL,NULL
411000840,0,"139861 ",231 W Hancock Street,,Milledgeville,GA,31061,"    ",NULL,NULL
411000862,0,"455257 ",1321 43rd St,,Brooklyn,NY,11219,"    ",NULL,NULL
411001733,0,"220871 ",168 East Parkway South,,Memphis,TN,38104,4395,NULL,NULL
411002550,0,"130943 ",,,Newark,DE,19716,"    ",NULL,NULL
411002773,0,"230931 ",1001 College Rd,,Lyndonville,VT,05851,0919,NULL,NULL
411003981,0,"179566 ",901 S National,,Springfield,MO,65897,"    ",NULL,NULL
411004044,0,"100812 ",300 N Beaty St,,Athens,AL,35611,"    ",NULL,NULL
411004230,0,"190150 ",West 116 St and Broadway,,New York,NY,10027,"    ",NULL,NULL
411004293,0,"442930 ",44055 Sierra Highway,,Lancaster,CA,93534,"    ",NULL,NULL
411004856,0,"233912 ",1013 Moore Street,,Bristol,VA,24201,"    ",NULL,NULL
411004966,0,"131399 ",4200 Connecticut Ave NW,,Washington,DC,20008,"    ",NULL,NULL
411005656,0,"444033 ",9755 SW Barnes Road-Ste 150,,Portland,OR,97225,6651,NULL,NULL
411005821,0,"454184 ",350 Fifth Ave Suite 1500,,New York,NY,10118,"    ",NULL,NULL
411006200,0,"139959 ",,,Athens,GA,30602,"    ",NULL,NULL
411007142,0,"196060 ",1400 Washington Avenue,,Albany,NY,12222,"    ",NULL,NULL
411007383,0,"161253 ",,,Orono,ME,04469,"    ",NULL,NULL
411008155,0,"168591 ",614 W Superior,,Alma,MI,48801,1599,NULL,NULL
411008951,0,"193900 ",70 Washington Sq South,,New York,NY,10012,1091,NULL,NULL
411009233,0,"108861 ",2606 Dwight Way,,Berkeley,CA,94704,3029,NULL,NULL
411009296,0,"161882 ",17 Commerce Street- Commerce Exchange,,Baltimore,MD,21202,3230,NULL,NULL
411009510,0,"188641 ",One Saxon Drive,,Alfred,NY,14802,1205,NULL,NULL
411009941,0,"450465 ",4511 Horizon Hill Rd,,San Antonio,TX,78229,"    ",NULL,NULL
411311309,0,NULL,101 Rodeo Drive,,Spring Creek,PA,16436,"    ",PRIVLIC,NULL
411312089,0,NULL,1001 Moore Street,,Huntingdon,PA,16652,"    ",PRIVLIC,NULL
411314304,0,"213251 ",1700 Moore Street,,Huntingdon,PA,16652,2196,PRIVCOLL,NULL
411316019,0,NULL,"RD 4 Box 167B No 6            ","                              ","Huntingdon                    ",PA,16652,"    ",PRIVLIC,NULL
411319959,0,NULL,3376 William Penn Highway,,Alexandria,PA,16611,"    ",PRIVLIC,NULL
411448199,0,NULL,124 E Market St,,Lewistown,PA,17044,"    ",PRIVLIC,NULL
412000375,0,"195580 ",575 Scarsdale Rd,,Crestwood,NY,10707,1699,NULL,NULL
412000462,0,"136473 ",1000 College Blvd,,Pensacola,FL,32504,8998,NULL,NULL
412001064,0,"199306 ",48380 Hwy 52n,,Misenheimer,NC,28109,0960,NULL,NULL
412001311,0,"179159 ",One Grand Blvd,,Saint Louis,MO,63103,2097,NULL,NULL
412001390,0,"138947 ",223 James P Brawley Drive- S.W.,,Atlanta,GA,30314,4391,NULL,NULL
412001759,0,"194736 ",205 W Beech St,,Long Beach,NY,11561,"    ",NULL,NULL
412002147,0,"120254 ",1600 Campus Rd,,Los Angeles,CA,90041,3392,NULL,NULL
412003888,0,"189857 ",841-853 Ocean Pky,,Brooklyn,NY,11230,"    ",NULL,NULL
412004532,0,"171571 ",,,Rochester Hills,MI,48309,4401,NULL,NULL
412004605,0,"427663 ",1001 Magnolia Ave,,Webster,TX,77598,"    ",NULL,NULL
412004666,0,"161518 ",278 Whites Bridge Rd,,Standish,ME,04084,5236,NULL,NULL
412004825,0,"138293 ",1201 N Scenic Hwy,,Babson Park,FL,33827,0096,NULL,NULL
412005223,0,"155061 ",600 Park St,,Hays,KS,67601,4099,NULL,NULL
412005387,0,"110510 ",5500 University Pky,,San Bernardino,CA,92407,2397,NULL,NULL
412005579,0,"151962 ",3111 Hamburg Pke,,Jeffersonville,IN,47130,"    ",NULL,NULL
412005991,0,"180984 ",800 N Columbia Ave,,Seward,NE,68434,1556,NULL,NULL
412006051,0,"165820 ",160 Pearl St,,Fitchburg,MA,01420,2697,NULL,NULL
412006482,0,"116624 ",1735 LeRoy Ave,,Berkeley,CA,94709,"    ",NULL,NULL
412008052,0,"207388 ",107 Whitehurst,,Stillwater,OK,74078,1015,NULL,NULL
412008079,0,"161554 ",96 Falmouth St,,Portland,ME,04103,"    ",NULL,NULL
412008440,0,"196033 ",,,Cobleskill,NY,12043,"    ",NULL,NULL
412008449,0,"239309 ",273 E Erie St,,Milwaukee,WI,53202,6003,NULL,NULL
412008555,0,"148177 ",350 N Orleans St,,Chicago,IL,60654,1593,NULL,NULL
412009472,0,"433387 ",4001 East 700 South- Suite 701,,Salt Lake City,UT,84107,"    ",NULL,NULL
412009578,0,"203368 ",20700 North Park Blvd,,University Heights,OH,44118,4581,NULL,NULL
412009757,0,"151111 ",425 University Blvd,,Indianapolis,IN,46202,5143,NULL,NULL
412009951,0,"196149 ",,,Cortland,NY,13045,0900,NULL,NULL
412011059,0,NULL,6955 York Road,,Abbottstown,PA,17301,"    ",PRIVLIC,NULL
412013304,0,"212674 ",300 North Washington Street,,Gettysburg,PA,17325,1495,PRIVCOLL,NULL
412015229,0,NULL,238 Main Street,,McSherrystown,PA,17344,"    ",PRIVLIC,NULL
412015305,0,"213631 ",61 Seminary Ridge,,Gettysburg,PA,17325,1795,THEO,NULL
412280169,0,NULL,5000 Letterkenny Road,,Chambersburg,PA,17201,"    ",PRIVLIC,NULL
412281229,0,NULL,171 Cedar Avenue,,Chambersburg,PA,17201,"    ",PRIVLIC,NULL
412282089,0,NULL,"28B Fry Street                ","                              ","Mercersburg                   ",PA,17236,"    ",PRIVLIC,NULL
412282179,0,NULL,2593 Philadelphia Ave,,Chambersburg,PA,17201,"    ",PRIVLIC,NULL
412282209,0,NULL,1320 Franklin Center Suite 6,,Chambersburg,PA,17201,"    ",PRIVLIC,NULL
412285119,0,NULL,3583 Scotland Road,Building 55,Scotland,PA,17254,"    ",PRIVLIC,NULL
412285179,0,NULL,225 Sollenberger Road,,Chambersburg,PA,17201,"    ",PRIVLIC,NULL
412285319,0,NULL,2593 Philadelphia Avenue,,Chambersburg,PA,17201,"    ",PRIVLIC,NULL
412285979,0,NULL,13593 Monterey Lane,,Blue Ridge Summit,PA,17214,"    ",PRIVLIC,NULL
412289604,0,"217013 ",1015 Philadelphia Avenue,,Chambersburg,PA,17201,1285,PRIVCOLL,NULL
412670659,0,"210906 ",1409 Williams Road,,York,PA,17402,"    ",PRIVCOLL,NULL
412671199,0,NULL,380 West Market Street,Suite 1,York,PA,17401,"    ",PRIVLIC,NULL
412671219,0,NULL,3333 Street Rd Ste 305,One Greenwood Sq,Bensalem,PA,19020,"    ",PRIVLIC,NULL
412671289,0,NULL,1060 Zinns Quarry Road,,York,PA,17404,"    ",PRIVLIC,NULL
412672089,0,NULL,430 Loucks Road,,York,PA,17404,"    ",PRIVLIC,NULL
412672359,0,"211820 ",1605 Clugston Road,,York,PA,17404,"    ",PRIVLIC,NULL
412672807,0,"217086 ",West 7th Avenue,,York,PA,17404,"    ",PRIVLIC,NULL
412673069,0,NULL,2101 Pennsylvania Avenue,,York,PA,17404,"    ",PRIVLIC,NULL
412673279,0,NULL,"3410 B E Market St            ","                              ","York                          ",PA,17402,"    ",PRIVLIC,NULL
412675159,0,NULL,52-6 Grumbacher Road,,York,PA,17406,"    ",PRIVLIC,NULL
412678159,0,NULL,400 Mulberry Street,,York,PA,17403,"    ",PRIVLIC,NULL
412678659,0,"217077 ",1405 Williams Road,,York,PA,17402,"    ",PRIVLIC,NULL
412679049,0,NULL,312 West Market Street,,York,PA,17401,"    ",PRIVLIC,NULL
412679169,0,NULL,170 Red Rock Road,,York,PA,17406,"    ",PRIVLIC,NULL
412679704,0,"217059 ",441 Country Club Road,,York,PA,17403,3651,PRIVCOLL,NULL
413000438,0,"122755 ",1 Washington Sq,,San Jose,CA,95192,0001,NULL,NULL
413000494,0,"247700 ",3620 Arrowhead Avenue,,Independence,MO,64057,"    ",NULL,NULL
413000590,0,"149505 ",6601 W College Dr,,Palos Heights,IL,60463,0929,NULL,NULL
413001383,0,"232566 ",201 High St,,Farmville,VA,23909,"    ",NULL,NULL
413002553,0,"207971 ",800 South Tucker Drive,,Tulsa,OK,74104,3189,NULL,NULL
413002714,0,"442949 ",12113 SE Foster Rd,,Portland,OR,97266,"    ",NULL,NULL
413002874,0,"242981 ",Arecibo Centro Plz Ave Manuel Perez Aviles,,Arecibo,PR,00612,"    ",NULL,NULL
413003237,0,"173489 ",4724 Mike Colalillo Drive,,Dultuh,MN,55807,"    ",NULL,NULL
413003684,0,"197045 ",1600 Burrstone Rd,,Utica,NY,13502,4892,NULL,NULL
413004232,0,"157076 ",3000 Frederica Street,,Owensboro,KY,42301,"    ",NULL,NULL
413004267,0,"448442 ",4135 Southstream Blvd.- Suite 200,,Charlotte,NC,28217,"    ",NULL,NULL
413004364,0,"232025 ",30461 Garnand Drive,,Emory,VA,24327,0947,NULL,NULL
413004974,0,"445692 ",10701 S. River Front Parkway- Suite 300,,South Jordan,UT,84095,"    ",NULL,NULL
413005077,0,"449898 ",4401 N Himes Ave,,Tampa,FL,33614,7095,NULL,NULL
413005206,0,"446640 ",326 Market Street,,Harrisburg,PA,17101,"    ",PRIVCOLL,NULL
413005323,0,"129774 ",437 Pequot Avenue,,New London,CT,06320,"    ",NULL,NULL
413005671,0,"114390 ",55 Stockton St,,San Francisco,CA,94108,5805,NULL,NULL
413005710,0,"137272 ",2900 SW 87th Ave,,Miami,FL,33165,3244,NULL,NULL
413005841,0,"447069 ",4300 Wilson Boulevard- Suite 200,,Arlington,VA,22203,"    ",NULL,NULL
413006449,0,"121257 ",1050 North Mills Avenue,,Claremont,CA,91711,6101,NULL,NULL
413006763,0,"129686 ",84 Lyme St,,Old Lyme,CT,06371,"    ",NULL,NULL
413006824,0,"167835 ",Elm St,,Northampton,MA,01063,"    ",NULL,NULL
413007119,0,"428259 ",245 South Executive Drive- Suite 110,,Brookfield,WI,53005,"    ",NULL,NULL
413007292,0,"189097 ",3009 Broadway,,New York,NY,10027,6598,NULL,NULL
413007831,0,"138309 ",4755 Southwest 46th Court,,Ocala,FL,34474,6226,NULL,NULL
413009280,0,"152080 ",,,Notre Dame,IN,46556,"    ",NULL,NULL
413009306,0,"446738 ",8200 IH-10 West Ste 910,,San Antonio,TX,78230,3876,NULL,NULL
413009628,0,"446817 ",One Bridgestone Park,,Nashville,TN,37214,"    ",NULL,NULL
413360149,0,NULL,Lancaster Co CTC Center,Snyder and Metzler Road,Brownstown,PA,17508,"    ",PRIVLIC,NULL
413360359,0,NULL,300 Hartman Bridge Road,,Ronks,PA,17572,"    ",PRIVLIC,NULL
413361008,0,"216296 ","750 East King Street          ","                              ","Lancaster                     ",PA,17602,"    ",COLLTECH,NULL
413361019,0,NULL,3050 Hempland Rd,,Lancaster,PA,17601,"    ",PRIVLIC,NULL
413361459,0,"211167 ","220 West King Street          ","                              ","Lancaster                     ",PA,17603,"    ",PRIVLIC,NULL
413362149,0,NULL,102 Chester Street,,Lancaster,PA,17602,"    ",PRIVLIC,NULL
413362179,0,NULL,1869 Charter Lane   Suite 102,,Lancaster,PA,17601,"    ",PRIVLIC,NULL
413362209,0,NULL,50 Ranck Avenue,,Lancaster,PA,17602,"    ",PRIVLIC,NULL
413362349,0,NULL,"1866 Colonial Village Lane    ","                              ","Lancaster                     ",PA,17605,"    ",PRIVLIC,NULL
413362369,0,"210001 ",2124 Ambassador Circle,,Lancaster,PA,17603,"    ",PRIVLIC,NULL
413362704,0,"212197 ",1 Alpha Drive,,Elizabethtown,PA,17022,2298,PRIVCOLL,NULL
413363004,0,"212577 ",PO Box 3003,,Lancaster,PA,17604,3003,PRIVCOLL,NULL
413363049,0,NULL,"1951 Fruitville Pk            ","                              ","Lancaster                     ",PA,17601,"    ",PRIVLIC,NULL
413363289,0,NULL,1730 Hans Herr Drive,P.O. Box 527,Willow Street,PA,17584,"    ",PRIVLIC,NULL
413363299,0,NULL,Millersville University of Pennsylvania,"1 S. George St., PO Box 1002",Millersville,PA,17551,0302,OTHCU,NULL
413364709,0,NULL,"580 Union School Road         ","                              ","Mt Joy                        ",PA,17552,"    ",PRIVLIC,NULL
